date,open,high,low,close,volume
1672237800,263.17,265.47,259.73,260.10,47139000
1672324200,262.96,267.40,262.25,266.44,45893600
1672410600,263.62,266.41,262.29,266.28,37858300
1672756200,268.65,270.15,262.13,264.48,42335300
1672842600,266.64,267.45,262.53,265.74,47754900
1672929000,264.04,264.21,261.26,261.58,45396700
1673015400,263.35,269.94,260.34,268.80,54659700
1673274600,270.83,275.29,269.92,270.54,45568700
1673361000,269.49,272.94,268.97,272.83,35247800
1673447400,273.92,277.66,273.12,277.55,44077000
1673533800,278.12,280.10,273.74,279.05,60600000
1673620200,276.50,281.22,276.16,280.97,44802900
1673965800,280.77,282.85,279.58,281.54,36269700
1674052200,283.11,284.69,277.67,277.88,47754500
1674138600,276.22,277.38,273.89,275.15,44150400
1674225000,276.79,283.02,275.71,282.68,60613600
1674484200,283.54,290.21,282.73,288.96,52799900
1674570600,287.31,289.55,286.78,288.37,44875100
1674657000,283.77,288.36,281.18,287.73,50872000
1674743400,291.22,293.52,288.52,293.34,51596300
1674829800,292.00,298.26,291.88,296.26,56441900
1675089000,292.93,294.38,289.89,290.27,49405800
1675175400,290.31,294.72,290.20,294.62,46705100
1675261800,294.41,303.43,292.30,300.92,67562200
1675348200,307.57,313.68,306.73,311.72,83070600
1675434600,304.94,312.39,304.54,306.18,76170800
1675693800,303.51,305.91,302.22,303.59,40802300
1675780200,303.46,311.03,302.32,309.88,67584000
1675866600,308.54,309.50,303.67,304.37,56720900
1675953000,308.84,308.99,300.20,301.68,49137800
1676039400,299.48,301.57,297.25,299.70,50050100
1676298600,301.13,305.10,299.93,304.50,39636700
1676385000,302.89,307.72,300.91,306.75,64079100
1676471400,304.90,309.27,304.20,309.10,43100600
1676557800,304.38,308.43,303.15,303.30,59498600
1676644200,301.07,301.93,298.10,301.16,58230700
1676989800,297.26,298.73,293.89,294.03,46526700
1677076200,294.62,296.36,292.56,294.25,51389200
1677162600,297.97,298.13,292.55,296.82,69294400
1677249000,291.76,292.97,290.05,291.85,74332000
1677508200,295.07,296.49,293.34,293.94,48995000
1677594600,293.30,296.12,292.96,293.56,48243100
1677681000,293.26,293.93,290.20,291.20,58287000
1677767400,288.66,294.43,288.37,293.61,53565900
1677853800,295.39,299.92,294.87,299.68,60511500
1678113000,300.94,304.00,299.82,300.02,56736300
1678199400,300.07,301.01,295.72,296.34,65955800
1678285800,296.77,298.43,294.88,297.82,50876300
1678372200,298.33,300.98,291.83,292.66,71456700
1678458600,292.83,294.35,287.38,288.55,98593600
1678714200,286.73,294.47,285.19,290.69,97123600
1678800600,294.31,297.93,293.45,297.37,73602500
1678887000,294.71,299.27,293.24,298.93,83631500
1678973400,298.00,307.18,297.19,306.81,98198100
1679059800,306.72,309.15,303.37,305.36,89923700
1679319000,304.26,306.30,302.01,305.97,56359500
1679405400,307.94,310.80,306.40,310.34,49757000
1679491800,310.27,315.25,305.95,306.12,75791900
1679578200,309.92,314.15,307.01,309.75,74576000
1679664600,309.32,310.99,306.95,310.89,57195200
1679923800,311.60,312.70,307.89,308.76,50287400
1680010200,308.17,308.20,304.77,307.12,48585900
1680096600,310.88,313.35,310.05,312.72,53274300
1680183000,315.24,316.32,312.81,315.68,58354800
1680269400,315.91,321.17,315.60,320.93,62138100
1680528600,318.77,320.42,317.42,320.15,47126800
1680615000,320.60,321.63,317.83,319.07,45875400
1680701400,318.10,319.06,314.07,315.92,62795700
1680787800,314.24,318.55,312.82,318.05,46916500
1681133400,315.07,317.92,313.25,317.87,45134700
1681219800,317.83,317.89,315.31,315.83,40113600
1681306200,317.82,318.42,312.57,313.04,62813300
1681392600,314.83,319.65,313.63,319.17,54613800
1681479000,317.59,320.36,315.61,318.57,56278300
1681738200,318.15,319.20,316.04,318.84,43007000
1681824600,320.99,321.42,317.64,318.86,46746900
1681911000,316.41,319.79,316.28,318.71,38960100
1681997400,315.69,319.27,314.97,316.28,62462100
1682083800,315.91,317.40,314.10,316.61,59002300
1682343000,316.38,317.74,313.74,315.95,44043100
1682429400,314.29,314.97,309.89,309.99,57121600
1682515800,313.44,314.94,311.34,311.87,55400500
1682602200,315.70,320.86,315.05,320.35,65430400
1682688600,320.11,322.65,318.96,322.56,59712600
1682947800,322.09,323.63,321.09,322.19,41013400
1683034200,322.12,322.45,317.61,319.38,56519400
1683120600,319.75,322.47,317.18,317.29,59882100
1683207000,317.06,318.23,315.12,316.17,50224500
1683293400,318.47,323.76,316.21,322.89,51806100
1683552600,322.42,324.04,321.32,323.69,36465800
1683639000,322.00,322.88,321.32,321.64,31768800
1683725400,324.12,326.01,321.60,325.14,60446600
1683811800,325.70,326.75,324.12,326.20,44278500
1683898200,326.74,327.17,322.94,325.03,48432800
1684157400,325.51,327.03,323.96,326.79,33375600
1684243800,326.06,328.90,326.02,327.16,40019200
1684330200,328.24,331.71,327.04,331.12,47486100
1684416600,331.52,337.49,331.50,337.27,64213500
1684503000,337.49,338.21,335.43,336.51,61554900
1684762200,336.25,338.67,336.24,337.64,43015900
